"Company","Specific_Bean_Origin_or_Bar_Name","REF","Review_Date","Cocoa_Percentage","Company_Location","Rating","Broad_Bean_Origin","Chocolate_Type"
"Hotel Chocolat (Coppeneur)","Ecuador",552,2010,70,"U.K.",2.75,"Ecuador","Deserowa"
"Hotel Chocolat (Coppeneur)","Santo Domingo",552,2010,70,"U.K.",3,"Dominican Republic","Deserowa"
"Hotel Chocolat (Coppeneur)","Chuao",600,2010,70,"U.K.",2.75,"Venezuela","Deserowa"
"Hotel Chocolat (Coppeneur)","St. Lucia",245,2008,72,"U.K.",3,"St. Lucia","Gorzka"
"Hotel Chocolat (Coppeneur)","Uganda",296,2008,80,"U.K.",2.5,"Uganda","Gorzka"
"Hotel Chocolat (Coppeneur)","Tanzania",296,2008,75,"U.K.",2.75,"Tanzania","Gorzka"
"Hotel Chocolat (Coppeneur)","Uba Budo",300,2008,72,"U.K.",3,"Sao Tome","Gorzka"
"Hummingbird","Lam Dong",1542,2015,70,"Canada",3.5,"Vietnam","Deserowa"
"Hummingbird","Bolivia",1307,2014,70,"Canada",3,"Bolivia","Deserowa"
"Hummingbird","Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70,"Canada",3,"Bolivia","Deserowa"
"Hummingbird","Momotombo",1311,2014,70,"Canada",3,"Nicaragua","Deserowa"
"Hummingbird","Hispaniola",1311,2014,70,"Canada",3.75,"Dominican Republic","Deserowa"
"Hummingbird","Zorzal Reserva w/ Charles Kerchner",1387,2014,70,"Canada",3.5,"Dominican Republic","Deserowa"
"Hummingbird","Ocumare, Cumboto",1097,2013,70,"Canada",3.25,"Venezuela","Deserowa"
"Hummingbird","Amazonas",1097,2013,70,"Canada",3.75,"Venezuela","Deserowa"
"Idilio (Felchlin)","Chuao, Venezuela",1085,2013,72,"Switzerland",3.75,"Venezuela","Gorzka"
"Idilio (Felchlin)","Coopertiva Amazona",725,2011,72,"Switzerland",3.75,"Venezuela","Gorzka"
"Idilio (Felchlin)","Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72,"Switzerland",3.75,"Venezuela","Gorzka"
"Idilio (Felchlin)","Choroni, Finca Torres, 48hr c.",729,2011,72,"Switzerland",3.25,"Venezuela","Gorzka"
"Idilio (Felchlin)","Ocumare, H. Cata, 48hr c.",733,2011,72,"Switzerland",3.75,"Venezuela","Gorzka"
"Idilio (Felchlin)","Porcelana, Zulia",733,2011,74,"Switzerland",4,"Venezuela","Gorzka"
"Idilio (Felchlin)","Ocumare, H. Cata, w/ nibs",737,2011,72,"Switzerland",3.5,"Venezuela","Gorzka"
"Idilio (Felchlin)","Carenero Superior, Urrutia, Barlovento",737,2011,70,"Switzerland",4,"Venezuela","Deserowa"
"Idilio (Felchlin)","Coopertiva Amazona w/ nibs",737,2011,72,"Switzerland",4,"Venezuela","Gorzka"
"Idilio (Felchlin)","Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,72,"Switzerland",4,"Venezuela","Gorzka"
"Indah","India (south)",1788,2016,61,"India",2.5,"India","Deserowa"
"Indaphoria","La Red",821,2012,70,"U.S.A.",3.25,"Dominican Republic","Deserowa"
"Indaphoria","Conacado, Manifesto",907,2012,70,"U.S.A.",2.75,"Dominican Republic","Deserowa"
"Indi","Honduras",1255,2014,77,"U.S.A.",3,"Honduras","Gorzka"
"iQ Chocolate","Satipo region, white label",943,2012,72,"Scotland",2.75,"Peru","Gorzka"
"iQ Chocolate","black label",943,2012,72,"Scotland",3,"Peru","Gorzka"
"Isidro","Madagascar",1275,2014,72,"U.S.A.",3.5,"Madagascar","Gorzka"
"Isidro","Peru",1279,2014,72,"U.S.A.",2.25,"Peru","Gorzka"
"Isidro","Belize",1279,2014,72,"U.S.A.",3.25,"Belize","Gorzka"
"Isidro","Dominican Republic",1279,2014,72,"U.S.A.",3.25,"Dominican Republic","Gorzka"
"Izard","Maya Mountain, Toledo, Batch 29",1542,2015,70,"U.S.A.",3.5,"Belize","Deserowa"
"Izard","Elvesia P., Batch 32",1546,2015,70,"U.S.A.",2.75,"Dominican Republic","Deserowa"
"Jacque Torres","Trinatario Treasure",5,2006,71,"U.S.A.",2,"Ghana","Gorzka"
"Jordis","Madagascar",1534,2015,63,"Czech Republic",2.75,"Madagascar","Deserowa"
"Just Good Chocolate","Belize",1375,2014,70,"U.S.A.",3.5,"Belize","Deserowa"
"Just Good Chocolate","Madagascar",1375,2014,70,"U.S.A.",3.5,"Madagascar","Deserowa"
"Just Good Chocolate","Peru",1375,2014,70,"U.S.A.",4,"Peru","Deserowa"
"Kah Kow","Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,70,"Domincan Republic",3.5,"Dominican Republic","Deserowa"
"Kah Kow","Rizek Cacao, Domin. Rep.",1069,2013,82,"Domincan Republic",3,"Dominican Republic","Gorzka"
"Kah Kow","Rizek Cacao, Domin. Rep.",1069,2013,55,"Domincan Republic",3.25,"Dominican Republic","Deserowa"
"Kah Kow","Rizek Cacao, Domin. Rep.",1073,2013,62,"Domincan Republic",3.25,"Dominican Republic","Deserowa"
"Kakao","Peru",837,2012,64,"Germany",2.5,"Peru","Deserowa"
"Kakao","Vanuatu",387,2009,65,"Germany",3.75,"Vanuatu","Deserowa"
"Kallari (Ecuatoriana)","Sisa 36hr/ W. F. blend prototype",241,2008,70,"Ecuador",3,"Ecuador","Deserowa"
"Kallari (Ecuatoriana)","Sisa's Secret/ original micro",241,2008,70,"Ecuador",3.5,"Ecuador","Deserowa"
"Kallari (Ecuatoriana)","Roberto",245,2008,75,"Ecuador",2.75,"Ecuador","Gorzka"
"Kallari (Ecuatoriana)","Diego/ original micro",248,2008,85,"Ecuador",2.5,"Ecuador","Gorzka"
"Kallari (Ecuatoriana)","Diego 48hr/ W.F. blend prototype",248,2008,85,"Ecuador",2.75,"Ecuador","Gorzka"
"Kallari (Ecuatoriana)","Diego 60hr/ W.F. blend prototype",248,2008,85,"Ecuador",3,"Ecuador","Gorzka"
"Kallari (Ecuatoriana)","Cacao Nacional W.F.",263,2008,75,"Ecuador",2.5,"Ecuador","Gorzka"
"Kallari (Ecuatoriana)","Cacao Nacional W.F.",269,2008,85,"Ecuador",3,"Ecuador","Gorzka"
"Kaoka (Cemoi)","Noir",404,2009,70,"France",2.75," ","Deserowa"
"Kaoka (Cemoi)","Ecuador",423,2009,80,"France",2.75,"Ecuador","Gorzka"
"Kerchner","La Red, Project Reserva, Guaconejo",1133,2013,70,"U.S.A.",3.75,"Dominican Republic","Deserowa"
"Ki' Xocolatl","Dark",431,2009,72,"Mexico",2,"Mexico","Gorzka"
"Kiskadee","La Red, Guanconjeco",1251,2014,60,"U.S.A.",3,"Dominican Republic","Deserowa"
"Kto","San Martin",1422,2014,72,"U.S.A.",2.5,"Peru","Gorzka"
"Kto","Ocumare",1422,2014,72,"U.S.A.",2.75,"Venezuela","Gorzka"
"Kto","Belize",1422,2014,72,"U.S.A.",3,"Belize","Gorzka"
"Kto","Sambirano Valley",1422,2014,72,"U.S.A.",3.25,"Madagascar","Gorzka"
"Kto","Belize",1426,2014,90,"U.S.A.",3.25,"Belize","Gorzka"
"Kto","Elvesia",1426,2014,72,"U.S.A.",3.25,"Dominican Republic","Gorzka"
"Kto","ROIG",1426,2014,72,"U.S.A.",3.25,"Dominican Republic","Gorzka"
"K'ul","Kafupbo, Petit Bourg, De Borgnes",1840,2016,70,"U.S.A.",3.25,"Haiti","Deserowa"
"K'ul","Maranon, Fortunato No. 4",1852,2016,70,"U.S.A.",2.75,"Peru","Deserowa"
"K'ul","Los Rios, Hacienda Limon, Heirloom",1852,2016,70,"U.S.A.",3.75,"Ecuador","Deserowa"
"K'ul","Bahia, Fazenda Camboa",1852,2016,70,"U.S.A.",3.75,"Brazil","Deserowa"
"Kyya","Uganda",1359,2014,72,"U.S.A.",2.5,"Uganda","Gorzka"
"Kyya","Hispaniola",1359,2014,72,"U.S.A.",3,"Dominican Republic","Gorzka"
"Kyya","Ecuador",1363,2014,72,"U.S.A.",2.5,"Ecuador","Gorzka"
"Kyya","Madagascar",1363,2014,72,"U.S.A.",3,"Madagascar","Gorzka"
"L.A. Burdick (Felchlin)","Peru",891,2012,74,"U.S.A.",3.25,"Peru","Gorzka"
"L.A. Burdick (Felchlin)","Brazil",891,2012,70,"U.S.A.",4,"Brazil","Deserowa"
"L.A. Burdick (Felchlin)","Chuao",927,2012,68,"U.S.A.",3.75,"Venezuela","Deserowa"
"L.A. Burdick (Felchlin)","Quito",682,2011,74,"U.S.A.",3.75,"Ecuador","Gorzka"
"L.A. Burdick (Felchlin)","Grenada",576,2010,75,"U.S.A.",3.25,"Grenada","Gorzka"
"L.A. Burdick (Felchlin)","Dominican Republic",576,2010,74,"U.S.A.",3.75,"Dominican Republic","Gorzka"
"L.A. Burdick (Felchlin)","Venzuela",597,2010,71,"U.S.A.",3,"Venezuela","Gorzka"
"L.A. Burdick (Felchlin)","Madagascar",431,2009,64,"U.S.A.",3.5,"Madagascar","Deserowa"
"L.A. Burdick (Felchlin)","Bolivian",451,2009,68,"U.S.A.",3,"Bolivia","Deserowa"
"La Chocolaterie Nanairo","Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70,"Japan",2.25,"Peru","Deserowa"
"La Chocolaterie Nanairo","Lumas, 2015 Harvest, Batch 7",1892,2016,70,"Japan",2.5,"Peru","Deserowa"
"La Chocolaterie Nanairo","Tumbes, 2013 Harvest, Batch 8",1892,2016,70,"Japan",3,"Peru","Deserowa"
"La Chocolaterie Nanairo","Belize, 2014 Harvest, Batch 9",1892,2016,70,"Japan",3,"Belize","Deserowa"
"La Maison du Chocolat (Valrhona)","Cuana, 2013",1121,2013,74,"France",2.75,"Africa, Carribean, C. Am.","Gorzka"
"La Maison du Chocolat (Valrhona)","Tobago",1145,2013,60,"France",3.25,"Tobago","Deserowa"
"La Maison du Chocolat (Valrhona)","Acarigua, w/ nibs",1189,2013,56,"France",3.25,"Ecuador","Deserowa"
"La Maison du Chocolat (Valrhona)","Loma Sotavento",891,2012,66,"France",3.5,"Dominican Republic","Deserowa"
"La Maison du Chocolat (Valrhona)","Grenada",741,2011,68,"France",3.5,"Grenada","Deserowa"
"La Maison du Chocolat (Valrhona)","Akosombo",346,2009,68,"France",3.25,"Ghana","Deserowa"
"La Maison du Chocolat (Valrhona)","Porcelana, Pariguan",346,2009,69,"France",3.5,"Venezuela","Deserowa"
"La Maison du Chocolat (Valrhona)","Kuruba",439,2009,60,"France",3," ","Deserowa"
"La Maison du Chocolat (Valrhona)","Orinoco",445,2009,60,"France",3.75," ","Deserowa"
"La Maison du Chocolat (Valrhona)","Cuana, 2008",230,2008,74,"France",3.5,"Ven., Indonesia, Ecuad.","Gorzka"
"La Oroquidea","Peruvian Amazon",721,2011,72,"Peru",2.5,"Peru","Gorzka"
"La Pepa de Oro","Vinces",713,2011,60,"Ecuador",3.25,"Ecuador","Deserowa"
"Laia aka Chat-Noir","Madagascar, Batch 59/100",1590,2015,75,"France",2.75,"Madagascar","Gorzka"
"Laia aka Chat-Noir","Vietnam, Batch 50/100",1590,2015,75,"France",2.75,"Vietnam","Gorzka"
"Laia aka Chat-Noir","Cuba, Batch 59/100",1590,2015,75,"France",3,"Cuba","Gorzka"
"Laia aka Chat-Noir","Peru, Batch 51/100",1590,2015,75,"France",3.25,"Peru","Gorzka"
"Laia aka Chat-Noir","Ivory Coast, Batch 56/100",1594,2015,75,"France",3,"Ivory Coast","Gorzka"
"Laia aka Chat-Noir","Sao Tome, Batch 151",1638,2015,75,"France",3.5,"Sao Tome","Gorzka"
"Laia aka Chat-Noir","Bahia, Batch 148",1642,2015,75,"France",3.25,"Brazil","Gorzka"
"Laia aka Chat-Noir","Lam Dong, Batch 153",1642,2015,75,"France",3.75,"Vietnam","Gorzka"
"Laia aka Chat-Noir","Cuba",1434,2014,70,"France",2.75,"Cuba","Deserowa"
"Laia aka Chat-Noir","Trinidad-Tobago",1438,2014,68,"France",2.75,"Trinidad-Tobago","Deserowa"
"Lajedo do Ouro","Catongo",927,2012,70,"Brazil",3.5,"Brazil","Deserowa"
"Lake Champlain (Callebaut)","Tanzania",327,2009,75,"U.S.A.",2.5,"Tanzania","Gorzka"
"L'Amourette","Rugoso",1784,2016,80,"U.S.A.",3.5,"Nicaragua","Gorzka"
"L'Amourette","Carenero Superior",833,2012,75,"U.S.A.",3,"Venezuela","Gorzka"
"L'Amourette","Rio Caribe",833,2012,75,"U.S.A.",3,"Venezuela","Gorzka"
"L'Amourette","Blend",853,2012,72,"U.S.A.",3,"Peru, Ecuador, Venezuela","Gorzka"
"Letterpress","La Masica, Batch 7, FHIA",1952,2017,70,"U.S.A.",3.5,"Honduras","Deserowa"
"Letterpress","Maya Mtn, Batch 18, Heirloom",1952,2017,70,"U.S.A.",3.25,"Belize","Deserowa"
"Letterpress","Liberia",1728,2016,70,"U.S.A.",3.25,"Liberia","Deserowa"
"Letterpress","Beniamo",1562,2015,70,"U.S.A.",3.25,"Bolivia","Deserowa"
"Letterpress","San Juan Estate, Gran Couva",1562,2015,70,"U.S.A.",3.5,"Trinidad","Deserowa"
"Letterpress","San Andres",1566,2015,70,"U.S.A.",3,"Costa Rica","Deserowa"
"Letterpress","La Red, Guaconejo",1566,2015,70,"U.S.A.",3.25,"Domincan Republic","Deserowa"
"Letterpress","Kokoa Kamili",1566,2015,70,"U.S.A.",3.5,"Tanzania","Deserowa"
"Letterpress","Maranura",1371,2014,70,"U.S.A.",3.5,"Peru","Deserowa"
"Levy","Sambirano",1231,2014,71,"Finland",3.5,"Madagascar","Gorzka"
"Lilla","Madagascar",1856,2016,70,"Finland",3,"Madagascar","Deserowa"
"Lillie Belle","Perfect Illusion",855,2012,65,"U.S.A.",3.5,"Peru","Deserowa"
"Lillie Belle","Bolivia, Wild Thing",903,2012,68,"U.S.A.",3.5,"Bolivia","Deserowa"
"Lillie Belle","La Selva",903,2012,68,"U.S.A.",3.75,"Peru","Deserowa"
"Lillie Belle","Purple Haze",947,2012,75,"U.S.A.",2.75,"Venezuela, Dom. Rep.","Gorzka"
"Lillie Belle","The Other One, Grand Cru",947,2012,74,"U.S.A.",3,"Dominican Republic","Gorzka"
"Lillie Belle","Wild Thing",947,2012,68,"U.S.A.",3.5,"Bolivia","Deserowa"
"Lindt & Sprungli","Excellence (US Version)",157,2007,85,"Switzerland",3," ","Gorzka"
"Loiza","Puerto Rico",1049,2013,65,"Puerto Rico",2.5,"Puerto Rico","Deserowa"
"Lonohana","Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,70,"U.S.A.",3.75,"Hawaii","Deserowa"
"Lonohana","Haleiwa E, O'ahu, 2014",1395,2014,65,"U.S.A.",3.25,"Hawaii","Deserowa"
"Lonohana","Haleiwa E, O'ahu, 2014",1395,2014,75,"U.S.A.",3.75,"Hawaii","Gorzka"
"Lonohana","Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71,"U.S.A.",3,"Hawaii","Gorzka"
"Lonohana","Opaeula Estate, O'ahu, Ele'ele",1097,2013,72,"U.S.A.",3,"Hawaii","Gorzka"
"Lonohana","Hawaiian Crown, Kona Vanilla",1097,2013,70,"U.S.A.",3.5,"Hawaii","Deserowa"
"Love Bar","Nicaragua",1502,2015,75,"U.S.A.",2,"Nicaragua","Gorzka"
"Luker","Selva",552,2010,46,"Colombia",2.75,"Colombia, Ecuador","Mleczna"
"Luker","Macondo",552,2010,60,"Colombia",3,"Colombia, Ecuador","Deserowa"
"Luker","Misterio",552,2010,58,"Colombia",3,"Colombia, Ecuador","Deserowa"
"Luker","Santander",552,2010,65,"Colombia",3.5,"Colombia","Deserowa"
"Machu Picchu Trading Co.","Peru",721,2011,70,"Peru",1.5,"Peru","Deserowa"
"Machu Picchu Trading Co.","Peru",552,2010,55,"Peru",2.25,"Peru","Deserowa"
"Madecasse (Cinagra)","Madagascar",284,2008,67,"Madagascar",3.5,"Madagascar","Deserowa"
"Madecasse (Cinagra)","Madagascar",284,2008,70,"Madagascar",3.75,"Madagascar","Deserowa"
"Madecasse (Cinagra)","Madagascar",284,2008,63,"Madagascar",4,"Madagascar","Deserowa"
"Madecasse (Cinagra)","Madagascar",288,2008,75,"Madagascar",3.5,"Madagascar","Gorzka"
"Madre","Guadalcanal",1940,2017,73,"U.S.A.",3.5,"Solomon Islands","Gorzka"
"Madre","Puerto Rico",1085,2013,70,"U.S.A.",2.75,"Puerto Rico","Deserowa"
"Madre","Brazil",1085,2013,70,"U.S.A.",3.5,"Brazil","Deserowa"
"Madre","Choobua, Kona",1089,2013,70,"U.S.A.",2.75,"Hawaii","Deserowa"
"Madre","Xocunusco, Chiapas, Pichucalco",1089,2013,70,"U.S.A.",2.75,"Mexico","Deserowa"
"Madre","Hamakua Coast, Kokoleka",991,2012,70,"U.S.A.",3.25,"Hawaii","Deserowa"
"Madre","Criollo, Hawaii",995,2012,70,"U.S.A.",3.25,"Hawaii","Deserowa"
"Madre","Kaua'i",995,2012,70,"U.S.A.",3.5,"Hawaii","Deserowa"
"Madre","Dominican",672,2011,70,"U.S.A.",2.5,"Dominican Republic","Deserowa"
"Madre","Upala",693,2011,70,"U.S.A.",2.75,"Costa Rica","Deserowa"
"Madre","Chiapas, Triple Cacao",607,2010,72,"U.S.A.",2.75,"Mexico","Gorzka"
"Maglio","Africa",300,2008,75,"Italy",2,"Tanzania","Gorzka"
"Maglio","Ecuador",308,2008,70,"Italy",3,"Ecuador","Deserowa"
"Maglio","Cuba",308,2008,70,"Italy",3.25,"Cuba","Deserowa"
"Maglio","Santo Domingo",308,2008,70,"Italy",3.75,"Dominican Republic","Deserowa"
"Majani","Ecuador",531,2010,70,"Italy",2,"Ecuador","Deserowa"
"Malagasy (Chocolaterie Robert)","Sambirano 2006",184,2007,75,"Madagascar",2.75,"Madagascar","Gorzka"
"Malagasy (Chocolaterie Robert)","Mora Mora 2006",184,2007,73,"Madagascar",3.5,"Madagascar","Gorzka"
"Malagos","Davao, Mt. Talamo foothills",1121,2013,65,"Philippines",3.5,"Philippines","Deserowa"
"Malie Kai (Guittard)","O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,55,"U.S.A.",3.5,"Hawaii","Deserowa"
"Malie Kai (Guittard)","O'ahu, N. Shore, Waialua Estate",311,2009,55,"U.S.A.",2.75,"Hawaii","Deserowa"
"Malmo","Chuao",1856,2016,70,"Sweden",3,"Venezuela","Deserowa"
"Mana","Ecuador",1446,2015,74,"U.S.A.",2.5,"Ecuador","Gorzka"
"Mana","Peru",1219,2014,74,"U.S.A.",2.5,"Peru","Gorzka"
"Mana","Venezuela",1219,2014,74,"U.S.A.",2.75,"Venezuela","Gorzka"
"Mana","Conacado",821,2012,74,"U.S.A.",3.75,"Dominican Republic","Gorzka"
"Manifesto Cacao","Colombia",1331,2014,70,"Colombia",2.75,"Colombia","Deserowa"
"Manoa","Markham Valley",1522,2015,72,"U.S.A.",3.5,"Papua New Guinea","Gorzka"
"Manoa","Coto Brus",1522,2015,72,"U.S.A.",3.75,"Costa Rica","Gorzka"
"Manoa","Waiahole, O'ahu",1089,2013,72,"U.S.A.",3.75,"Hawaii","Gorzka"
"Manoa","Liberia, #174",1003,2012,72,"U.S.A.",3.25,"Liberia","Gorzka"
"Manoa","Hamakua, Hawaiian Crown, #176",1007,2012,72,"U.S.A.",2.75,"Hawaii","Gorzka"
"Manoa","Piura",1007,2012,72,"U.S.A.",3,"Peru","Gorzka"
"Manoa","Oahu, Winward, #151, Maunawili district",1007,2012,72,"U.S.A.",3.25,"Hawaii","Gorzka"
"Manufaktura Czekolady","Johe",1844,2016,70,"Poland",3.75,"Nicaragua","Deserowa"
"Manufaktura Czekolady","Peru",1848,2016,70,"Poland",3.5,"Peru","Deserowa"
"Manufaktura Czekolady","Porcelana",1255,2014,70,"Poland",3.75,"Venezuela","Deserowa"
"Manufaktura Czekolady","Kolumbia",1279,2014,85,"Poland",3.5,"Colombia","Gorzka"
"Manufaktura Czekolady","Grand Cru Dominican Republic",871,2012,70,"Poland",3.25,"Dominican Republic","Deserowa"
"Manufaktura Czekolady","Grand Cru Ghana",871,2012,70,"Poland",3.5,"Ghana","Deserowa"
"Manufaktura Czekolady","Grand Cru Ecuador",875,2012,70,"Poland",3.25,"Ecuador","Deserowa"
"Map Chocolate","Ben Tre, Surprise Valley",1896,2016,75,"U.S.A.",3.25,"Vietnam","Gorzka"
"Map Chocolate","ROIG, 2014",1474,2015,70,"U.S.A.",3.5,"Dominican Republic","Deserowa"
"Map Chocolate","Maranon, 2014",1474,2015,62,"U.S.A.",3.5,"Peru","Deserowa"
"Map Chocolate","Ecuador",1478,2015,70,"U.S.A.",3.5,"Ecuador","Deserowa"
"Map Chocolate","San Juan Estate, Cherry Blossoms at Night",1606,2015,70,"U.S.A.",2.75,"Trinidad","Deserowa"
"Map Chocolate","A case of the Xerces Blues, triple roast",1606,2015,70,"U.S.A.",3.5,"Nicaragua","Deserowa"
"Map Chocolate","Tumbes, Dear Mr. Finley, 2014",1606,2015,68,"U.S.A.",3.5,"Peru","Deserowa"
"Map Chocolate","Colombia",1610,2015,75,"U.S.A.",2.75,"Colombia","Gorzka"
"Map Chocolate","Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72,"U.S.A.",3,"Tanzania","Gorzka"
"Map Chocolate","Le Chocolat Chaud",1634,2015,78,"U.S.A.",3.5,"Honduras","Gorzka"
"Marana","Piura",1872,2016,70,"Peru",3,"Peru","Deserowa"
"Marana","Cusco",1884,2016,70,"Peru",2.75,"Peru","Deserowa"
"Marana","San Martin",1884,2016,70,"Peru",3,"Peru","Deserowa"
"Marigold's Finest","Cacao Nib Crunch",1808,2016,75,"Canada",3.25," ","Gorzka"
"Marou","Tan Phu Dong Island, Heart of Darkness",1650,2015,85,"Vietnam",3.25,"Vietnam","Gorzka"
"Marou","Ben Tre",1650,2015,68,"Vietnam",3.5,"Vietnam","Deserowa"
"Marou","Dak Lak, Batch 2451",1650,2015,70,"Vietnam",3.75,"Vietnam","Deserowa"
"Marou","Tan Phu Dong, Treasure Island",1149,2013,75,"Vietnam",3.5,"Vietnam","Gorzka"
"Marou","Ba Ria",845,2012,76,"Vietnam",3.5,"Vietnam","Gorzka"
"Marou","Dong Nai",845,2012,72,"Vietnam",3.5,"Vietnam","Gorzka"
"Marou","Tien Giang, Gao Co-op",845,2012,70,"Vietnam",3.5,"Vietnam","Deserowa"
"Marou","Ben Tre",849,2012,78,"Vietnam",3.5,"Vietnam","Gorzka"
"Marou","Tien Giang",895,2012,80,"Vietnam",3,"Vietnam","Gorzka"
"Marou","Lam Dong",955,2012,74,"Vietnam",3.5,"Vietnam","Gorzka"
"Mars","Matina 1-6, prototype",537,2010,65,"U.S.A.",3,"Costa Rica","Deserowa"
"Mars","Ivory Coast",544,2010,65,"U.S.A.",3,"Ivory Coast","Deserowa"
"Mars","Nigeria",544,2010,65,"U.S.A.",3.25,"Nigeria","Deserowa"
"Mars","Ghana, prototype",544,2010,65,"U.S.A.",3.5,"Ghana","Deserowa"
"Marsatta","Dominican Republic",1189,2013,74,"U.S.A.",2.25,"Dominican Republic","Gorzka"
"Marsatta","Dominican Republic",1189,2013,89,"U.S.A.",2.5,"Dominican Republic","Gorzka"
"Martin Mayer","Alto Beni",1836,2016,76,"Austria",2.75,"Bolivia","Gorzka"
"Martin Mayer","Pisa",1836,2016,82,"Austria",3,"Haiti","Gorzka"
"Martin Mayer","Tumaco",1836,2016,74,"Austria",3.25,"Colombia","Gorzka"
"Mast Brothers","Guatemala",1450,2015,76,"U.S.A.",3,"Guatemala","Gorzka"
"Mast Brothers","Tanzania",1450,2015,74,"U.S.A.",3.25,"Tanzania","Gorzka"
"Mast Brothers","French Laundry 20th Anniversary",1359,2014,75,"U.S.A.",3.75,"Peru, Belize","Gorzka"
"Mast Brothers","Shake Shack",959,2012,73,"U.S.A.",3.5,"Peru, Mad., Dom. Rep.","Gorzka"
"Mast Brothers","Madagascar",999,2012,72,"U.S.A.",2.5,"","Gorzka"
"Mast Brothers","Chuao",999,2012,73,"U.S.A.",2.75,"Venezuela","Gorzka"
"Mast Brothers","Brooklyn Blend",672,2011,72,"U.S.A.",3.5," ","Gorzka"
"Mast Brothers","Chuao, Med. Roast",701,2011,76,"U.S.A.",3,"Venezuela","Gorzka"
"Mast Brothers","Chuao, Dark Roast",709,2011,70,"U.S.A.",3,"Venezuela","Deserowa"
"Mast Brothers","Chuao, Light Roast",713,2011,81,"U.S.A.",2.75,"Venezuela","Gorzka"
"Mast Brothers","Moho River",773,2011,70,"U.S.A.",3.5,"Belize","Deserowa"
"Mast Brothers","Papua New Guinea",777,2011,71,"U.S.A.",2.75,"Papua New Guinea","Gorzka"
"Mast Brothers","San Martin",777,2011,75,"U.S.A.",3,"Peru","Gorzka"
"Mast Brothers","Conacado",777,2011,73,"U.S.A.",3.25,"Dominican Republic","Gorzka"
"Mast Brothers","La Red de Guanconejo, N. Highlands coop",777,2011,74,"U.S.A.",3.75,"Dominican Republic","Gorzka"
"Mast Brothers","Patanemo",572,2010,81,"U.S.A.",2.75,"Venezuela","Gorzka"
"Mast Brothers","Ocumare de la Costa",572,2010,75,"U.S.A.",3,"Venezuela","Gorzka"
"Mast Brothers","Dominican Republic, Coop",572,2010,70,"U.S.A.",3.25,"Dominican Republic","Deserowa"
"Matale","Malekula P., 2013",1177,2013,72,"Australia",3.5,"Vanuatu","Gorzka"
"Matale","Somia, 2013",1177,2013,68,"Australia",4,"Madagascar","Deserowa"
"Matale","Kulili P., 2013",1177,2013,74,"Australia",4,"Papua New Guinea","Gorzka"
"Matale","Blend",1181,2013,70,"Australia",3.75,"PNG, Vanuatu, Mad","Deserowa"
"Maverick","Maya Mountain",1367,2014,70,"U.S.A.",3.25,"Belize","Deserowa"
"Maverick","Elvesia",1367,2014,70,"U.S.A.",3.25,"Dominican Republic","Deserowa"
"Maverick","Tumbes",1430,2014,82,"U.S.A.",3.25,"Peru","Gorzka"
"Maverick","Morropon, Norandiono Coop, Piura",1430,2014,63,"U.S.A.",3.5,"Peru","Deserowa"
"Mayacama","Hispaniola",1728,2016,72,"U.S.A.",3,"Domincan Republic","Gorzka"
"Meadowlands","Bolivia",1287,2014,70,"U.S.A.",2.5,"Bolivia","Deserowa"
"Meadowlands","Venezuela",1287,2014,70,"U.S.A.",2.75,"Venezuela","Deserowa"
"Meadowlands","Belize",1287,2014,70,"U.S.A.",3,"Belize","Deserowa"
"Meadowlands","Nicaragua, w/ inbs",1291,2014,70,"U.S.A.",3,"Nicaragua","Deserowa"
"Meadowlands","Dominican Republic",1291,2014,70,"U.S.A.",3.5,"Dominican Republic","Deserowa"
"Menakao (aka Cinagra)","Madagascar",837,2012,80,"Madagascar",2.5,"Madagascar","Gorzka"
"Menakao (aka Cinagra)","Madagascar",841,2012,72,"Madagascar",2.5,"Madagascar","Gorzka"
"Mesocacao","El Salvador",1494,2015,80,"Honduras",2.75,"El Salvador","Gorzka"
"Mesocacao","El Salvador",1494,2015,70,"Honduras",3,"El Salvador","Deserowa"
"Mesocacao","Honduras",1347,2014,80,"Honduras",3.25,"Honduras","Gorzka"
"Mesocacao","Honduras",1347,2014,70,"Honduras",3.5,"Honduras","Deserowa"
"Mesocacao","La Tronca, Matagalpa",1351,2014,70,"Honduras",3.25,"Nicaragua","Deserowa"
"Mesocacao","La Tronca, Matagalpa",1351,2014,80,"Honduras",3.5,"Nicaragua","Gorzka"
"Metiisto","Fazenda Sempre Firme P., Bahia",1267,2014,70,"Sweden",3,"Brazil","Deserowa"
"Metiisto","Akesson Estate",1267,2014,72,"Sweden",3.5,"Madagascar","Gorzka"
"Metropolitan","South America",1688,2015,70,"Amsterdam",3.5,"South America","Deserowa"
